Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,ticket_price,seating_type
97464,Pamella,Eaden,Female,90,Indonesia,Amchitka Army Airfield,US,United States,NAM,North America,06-07-2022,AHT,Pamella Eaden,Cancelled,58366,First Class
61845,Nathanil,Monan,Male,69,Brazil,Araraquara Airport,BR,Brazil,SAM,South America,03-08-2022,AQA,Nathanil Monan,On Time,74230,First Class
46383,Skelly,Gopsell,Male,9,Czech Republic,Phoenix-Mesa-Gateway Airport,US,United States,NAM,North America,06-10-2022,AZA,Skelly Gopsell,On Time,27631,Business
64998,Arel,Tyson,Male,37,Spain,Orocue Airport,CO,Colombia,SAM,South America,08-12-2022,ORC,Arel Tyson,Cancelled,60978,First Class
64762,Ericha,Dressel,Female,29,Sweden,Gorakhpur Airport,IN,India,AS,Asia,1/30/2022,GOP,Ericha Dressel,Cancelled,13186,Economy
83264,Yasmin,Findlow,Female,83,Macedonia,Moody Air Force Base,US,United States,NAM,North America,8/17/2022,VAD,Yasmin Findlow,Delayed,33683,Business
86839,Corby,Van Der Straaten,Male,75,Kazakhstan,Sangir Airport,ID,Indonesia,AS,Asia,10-01-2022,SAE,Corby Van Der Straaten,On Time,28962,Business
77115,Herbert,Billingsly,Male,56,Mongolia,Jubail Airport,SA,Saudi Arabia,AS,Asia,2/13/2022,QJB,Herbert Billingsly,Delayed,23314,Business
69972,Aprilette,Veysey,Female,13,Thailand,Trona Airport,US,United States,NAM,North America,5/28/2022,TRH,Aprilette Veysey,Cancelled,46300,Business
81192,Biddy,Rief,Female,89,Vietnam,Kribi Airport,CM,Cameroon,AF,Africa,1/13/2022,KBI,Biddy Rief,On Time,35649,Business
47536,Brunhilda,Davley,Female,16,Indonesia,Black Tickle Airport,CA,Canada,NAM,North America,02-12-2022,YBI,Brunhilda Davley,Delayed,15813,Business
58535,Artair,Ondrich,Male,73,Indonesia,Pakhokku Airport,MM,Myanmar,AS,Asia,05-12-2022,PKK,Artair Ondrich,Delayed,9237,Economy
87618,Marylinda,Gussie,Female,15,Poland,Khovd Airport,MN,Mongolia,AS,Asia,10/13/2022,HVD,Marylinda Gussie,Cancelled,37677,Business
53314,Gabrila,Speedin,Female,88,Portugal,Rostock-Laage Airport,DE,Germany,EU,Europe,8/23/2022,RLG,Gabrila Speedin,On Time,60592,First Class
94385,Pavlov,Hadye,Male,82,Brazil,Mecheria Airport,DZ,Algeria,AF,Africa,05-12-2022,MZW,Pavlov Hadye,Cancelled,43718,Business
11344,Heath,Lackmann,Male,75,China,Shuswap Regional Airport,CA,Canada,NAM,North America,10-05-2022,YSN,Heath Lackmann,On Time,60015,First Class
33089,Michele,Olenchenko,Male,75,Russia,Grumman Bethpage Airport,US,United States,NAM,North America,8/21/2022,BPA,Michele Olenchenko,On Time,33321,Business
79635,Mischa,Caulwell,Male,36,Mexico,Canefield Airport,DM,Dominica,NAM,North America,5/19/2022,DCF,Mischa Caulwell,Delayed,17203,Business
97005,Carlota,Llewhellin,Female,37,China,Sultan Khairun Babullah Airport,ID,Indonesia,AS,Asia,05-11-2022,TTE,Carlota Llewhellin,Cancelled,45580,Business
65180,Edlin,Theobald,Male,70,Poland,El Dorado International Airport,CO,Colombia,SAM,South America,03-12-2022,BOG,Edlin Theobald,On Time,48889,Business
80552,Sheridan,Casino,Male,13,Ukraine,Fuerte Olimpo Airport,PY,Paraguay,SAM,South America,7/21/2022,OLK,Sheridan Casino,Delayed,54972,First Class
74844,Isidor,Rundall,Male,54,Peru,Geraldton Greenstone Regional Airport,CA,Canada,NAM,North America,7/28/2022,YGQ,Isidor Rundall,Cancelled,6018,Economy
81722,Heywood,Bisp,Male,40,Indonesia,Bar Yehuda Airfield,IL,Israel,AS,Asia,11/14/2022,MTZ,Heywood Bisp,On Time,78898,First Class
44327,Allx,Fretter,Female,80,Brazil,Brandon Municipal Airport,CA,Canada,NAM,North America,4/14/2022,YBR,Allx Fretter,Cancelled,26324,Business
14532,Domenico,Cadman,Male,39,Ukraine,Rijeka Airport,HR,Croatia,EU,Europe,4/27/2022,RJK,Domenico Cadman,Cancelled,67320,First Class
44955,Tansy,Symons,Female,48,Indonesia,Lebanon Municipal Airport,US,United States,NAM,North America,5/23/2022,LEB,Tansy Symons,Delayed,75197,First Class
80619,Con,Kaine,Male,85,Yemen,Valcheta Airport,AR,Argentina,SAM,South America,10/23/2022,VCF,Con Kaine,On Time,26767,Business
17596,Felizio,Kevern,Male,64,Russia,Futuna Airport,VU,Vanuatu,OC,Oceania,09-04-2022,FTA,Felizio Kevern,Cancelled,24268,Business
56106,Valle,Christoforou,Male,29,Benin,Nyngan Airport,AU,Australia,OC,Oceania,1/14/2022,NYN,Valle Christoforou,On Time,16356,Business
83933,Sydney,MacGhee,Male,90,Guatemala,El Petén Airport,GT,Guatemala,NAM,North America,05-05-2022,TKM,Sydney MacGhee,On Time,37720,Business
42175,Ikey,Dowty,Male,12,China,Talakan Airport,RU,Russian Federation,EU,Europe,06-12-2022,TLK,Ikey Dowty,On Time,28795,Business
50338,Fairleigh,Hagger,Male,46,China,Amos/Magny Airport,CA,Canada,NAM,North America,4/18/2022,YEY,Fairleigh Hagger,On Time,16575,Business
11173,Arlee,Levine,Female,12,China,Hutchinson County Airport,US,United States,NAM,North America,07-03-2022,BGD,Arlee Levine,On Time,45198,Business
26705,Neal,Kulver,Male,69,Thailand,Kaitaia Airport,NZ,New Zealand,OC,Oceania,4/24/2022,KAT,Neal Kulver,Delayed,39427,Business
94226,Terri,Palle,Female,68,Poland,Okmulgee Regional Airport,US,United States,NAM,North America,7/15/2022,OKM,Terri Palle,On Time,36855,Business
42947,Lorilyn,Annion,Female,17,China,Kalbarri Airport,AU,Australia,OC,Oceania,5/29/2022,KAX,Lorilyn Annion,On Time,62489,First Class
83776,Vernen,Ivakhnov,Male,90,China,Mullewa Airport,AU,Australia,OC,Oceania,09-10-2022,MXU,Vernen Ivakhnov,Delayed,42248,Business
18635,Rufus,Bernardini,Male,57,Peru,Elkhart Municipal Airport,US,United States,NAM,North America,11/29/2022,EKI,Rufus Bernardini,Cancelled,42972,Business
69492,Dorothea,Rogister,Female,45,Sweden,Osijek Airport,HR,Croatia,EU,Europe,6/24/2022,OSI,Dorothea Rogister,On Time,57376,First Class
97715,Myrtie,MacScherie,Female,41,Laos,Pune Airport,IN,India,AS,Asia,2/19/2022,PNQ,Myrtie MacScherie,On Time,59932,First Class
51168,Carley,Gowers,Female,19,Poland,Dien Bien Phu Airport,VN,Viet Nam,AS,Asia,8/19/2022,DIN,Carley Gowers,Delayed,68893,First Class
11832,Flin,Bordone,Male,87,Philippines,Leinster Airport,AU,Australia,OC,Oceania,8/21/2022,LER,Flin Bordone,Delayed,76162,First Class
86223,West,Kernermann,Male,86,Norway,Valle Airport,US,United States,NAM,North America,5/19/2022,VLE,West Kernermann,Cancelled,69720,First Class
18081,Brien,Gatherer,Male,22,Poland,Etadunna Airport,AU,Australia,OC,Oceania,4/26/2022,ETD,Brien Gatherer,On Time,43470,Business
14905,Ephrayim,Bedford,Male,6,China,Kasenga Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,10/16/2022,KEC,Ephrayim Bedford,On Time,51617,First Class
83640,Kaitlin,Gaven,Female,30,Sao Tome and Principe,Wabush Airport,CA,Canada,NAM,North America,09-06-2022,YWK,Kaitlin Gaven,Cancelled,74326,First Class
75826,Tobe,Torrejon,Female,12,Brazil,Schefferville Airport,CA,Canada,NAM,North America,04-05-2022,YKL,Tobe Torrejon,Cancelled,5542,Economy
37758,Trudey,Wagge,Female,7,Poland,Kalaupapa Airport,US,United States,NAM,North America,4/27/2022,LUP,Trudey Wagge,On Time,13974,Economy
39921,Gene,Cottham,Male,56,Philippines,Victoria Harbour Seaplane Base,CA,Canada,NAM,North America,01-12-2022,YWH,Gene Cottham,Delayed,17488,Business
22579,Seline,Garvill,Female,30,Philippines,Columbus Lowndes County Airport,US,United States,NAM,North America,1/13/2022,UBS,Seline Garvill,Cancelled,44072,Business
34664,Neil,McCory,Male,54,Portugal,Centralia Municipal Airport,US,United States,NAM,North America,3/24/2022,ENL,Neil McCory,Cancelled,54777,First Class
95567,Burty,Blurton,Male,33,China,Mariupol International Airport,UA,Ukraine,EU,Europe,08-09-2022,MPW,Burty Blurton,On Time,6051,Economy
38652,Mead,Syer,Male,79,Venezuela,Jiayuguan Airport,CN,China,AS,Asia,5/29/2022,JGN,Mead Syer,On Time,63514,First Class
55571,Adair,Spurman,Male,69,China,Grabtsevo Airport,RU,Russian Federation,EU,Europe,10/26/2022,KLF,Adair Spurman,Delayed,7349,Economy
11199,Elana,Heisham,Female,23,Greece,Gällivare Airport,SE,Sweden,EU,Europe,5/21/2022,GEV,Elana Heisham,Delayed,6629,Economy
71652,Bryna,Monson,Female,24,Poland,João Durval Carneiro Airport,BR,Brazil,SAM,South America,1/25/2022,FEC,Bryna Monson,On Time,59257,First Class
97399,Cordy,Plenderleith,Male,79,Sweden,Talasea Airport,PG,Papua New Guinea,OC,Oceania,07-07-2022,TLW,Cordy Plenderleith,On Time,70486,First Class
75798,Ransell,Evins,Male,2,Russia,Augusto C. Sandino (Managua) International Airport,NI,Nicaragua,NAM,North America,02-02-2022,MGA,Ransell Evins,Delayed,31472,Business
25249,Chris,Body,Female,35,Sweden,University of Oklahoma Westheimer Airport,US,United States,NAM,North America,1/26/2022,OUN,Chris Body,On Time,16483,Business
69031,Virginie,Vaneev,Female,85,France,Sepulot Airport,MY,Malaysia,AS,Asia,11-01-2022,SPE,Virginie Vaneev,Cancelled,47985,Business
25708,Cos,Donnel,Male,29,Indonesia,Weeze Airport,DE,Germany,EU,Europe,2/13/2022,NRN,Cos Donnel,On Time,38877,Business
70852,Averell,Shellsheere,Male,16,Albania,Moro Airport,PG,Papua New Guinea,OC,Oceania,05-11-2022,MXH,Averell Shellsheere,Cancelled,77208,First Class
92328,Isador,Darrow,Male,39,Peru,Abingdon Downs Airport,AU,Australia,OC,Oceania,05-03-2022,ABG,Isador Darrow,On Time,10777,Economy
40170,Linnell,Peepall,Female,65,China,Swift Current Airport,CA,Canada,NAM,North America,9/24/2022,YYN,Linnell Peepall,Delayed,7880,Economy
56509,Jedidiah,Gercken,Male,19,Venezuela,Friedman Memorial Airport,US,United States,NAM,North America,2/26/2022,SUN,Jedidiah Gercken,Delayed,42860,Business
82561,Serge,Bendon,Male,51,China,Senanga Airport,ZM,Zambia,AF,Africa,2/13/2022,SXG,Serge Bendon,Delayed,57163,First Class
15712,Fernando,Stuckes,Male,61,Mali,RAF Lyneham,GB,United Kingdom,EU,Europe,8/27/2022,LYE,Fernando Stuckes,Cancelled,54594,First Class
86246,Joni,Rays,Female,18,Palestinian Territory,Hazyview Airport,ZA,South Africa,AF,Africa,7/18/2022,HZV,Joni Rays,Delayed,20410,Business
98147,Cloris,Cunradi,Female,57,United Kingdom,Waterloo Regional Airport,US,United States,NAM,North America,10/13/2022,ALO,Cloris Cunradi,On Time,44589,Business
35450,Anna-maria,Voyce,Female,19,Philippines,Wilwal International Airport,ET,Ethiopia,AF,Africa,6/24/2022,JIJ,Anna-maria Voyce,Cancelled,10480,Economy
38402,Earlie,Pideon,Male,74,Russia,Jasper Airport,CA,Canada,NAM,North America,1/27/2022,YJA,Earlie Pideon,On Time,22278,Business
49976,Patten,Merle,Male,42,China,Biała Podlaska Airfield,PL,Poland,EU,Europe,11-03-2022,BXP,Patten Merle,On Time,3413,Economy
65757,Lilla,Rowden,Female,13,Denmark,St Paul Island Airport,US,United States,NAM,North America,07-09-2022,SNP,Lilla Rowden,Delayed,12840,Economy
21991,Gwendolyn,Jacobowicz,Female,83,Afghanistan,Salt Lake City International Airport,US,United States,NAM,North America,4/24/2022,SLC,Gwendolyn Jacobowicz,On Time,51246,First Class
62388,Carolynn,Blakeslee,Female,72,Dominican Republic,Wana Airport,PK,Pakistan,AS,Asia,6/25/2022,WAF,Carolynn Blakeslee,Cancelled,73140,First Class
16449,Clio,Rainford,Female,35,Indonesia,Nevatim Air Base,IL,Israel,AS,Asia,6/20/2022,VTM,Clio Rainford,Delayed,69384,First Class
73644,Tann,Lever,Male,27,Armenia,Abel Santamaria Airport,CU,Cuba,NAM,North America,10-08-2022,SNU,Tann Lever,Cancelled,32609,Business
10843,Devina,Lukehurst,Female,16,Peru,Barcelona International Airport,ES,Spain,EU,Europe,10-12-2022,BCN,Devina Lukehurst,Delayed,70271,First Class
15164,Worden,Patkin,Male,72,Dominican Republic,Battambang Airport,KH,Cambodia,AS,Asia,12/16/2022,BBM,Worden Patkin,On Time,53819,First Class
62034,Tammy,Blachford,Female,49,North Korea,Aseki Airport,PG,Papua New Guinea,OC,Oceania,2/18/2022,AEK,Tammy Blachford,Delayed,14562,Economy
66931,Tam,Maysor,Male,49,Indonesia,Vila Real Airport,PT,Portugal,EU,Europe,5/30/2022,VRL,Tam Maysor,On Time,7991,Economy
47765,Dorella,Nund,Female,75,China,Jacquinot Bay Airport,PG,Papua New Guinea,OC,Oceania,6/26/2022,JAQ,Dorella Nund,Cancelled,21730,Business
87221,Shaun,Doni,Female,75,Bangladesh,Tibooburra Airport,AU,Australia,OC,Oceania,2/20/2022,TYB,Shaun Doni,Delayed,47679,Business
67068,Octavius,Giblin,Male,87,France,Mountain Village Airport,US,United States,NAM,North America,08-09-2022,MOU,Octavius Giblin,On Time,56143,First Class
35463,Anastassia,Stoggles,Female,49,Indonesia,Thumrait Air Base,OM,Oman,AS,Asia,04-09-2022,TTH,Anastassia Stoggles,Delayed,14778,Economy
73252,Durand,Mitchelhill,Male,14,Kazakhstan,Jorge Chávez International Airport,PE,Peru,SAM,South America,4/14/2022,LIM,Durand Mitchelhill,Delayed,70996,First Class
11047,Lorene,Trustram,Female,13,France,Carutapera Airport,BR,Brazil,SAM,South America,10/16/2022,CTP,Lorene Trustram,Cancelled,14487,Economy
52788,Vitia,Cobbled,Female,25,Denmark,Robertson Airport,ZA,South Africa,AF,Africa,10/22/2022,ROD,Vitia Cobbled,Delayed,52524,First Class
53838,Simeon,Gallanders,Male,7,China,Potchefstroom Airport,ZA,South Africa,AF,Africa,10/14/2022,PCF,Simeon Gallanders,Cancelled,67837,First Class
57334,Bridget,Dmitriev,Female,3,Sweden,Nantes Atlantique Airport,FR,France,EU,Europe,9/26/2022,NTE,Bridget Dmitriev,Cancelled,46297,Business
57171,Cortie,Prestwich,Male,23,Slovenia,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,United States,NAM,North America,02-03-2022,MML,Cortie Prestwich,On Time,6553,Economy
46409,Wilt,Reames,Male,3,China,RAF Wyton,GB,United Kingdom,EU,Europe,7/28/2022,QUY,Wilt Reames,On Time,60848,First Class
98567,Myrtie,Foystone,Female,3,Poland,Mendi Airport,ET,Ethiopia,AF,Africa,6/15/2022,NDM,Myrtie Foystone,On Time,18402,Business
14586,Mollie,O'Regan,Female,59,Indonesia,Wipim Airport,PG,Papua New Guinea,OC,Oceania,12-09-2022,WPM,Mollie O'Regan,Delayed,64261,First Class
35307,Carry,Hanbury,Female,29,China,Wanxian Airport,CN,China,AS,Asia,07-08-2022,WXN,Carry Hanbury,On Time,19408,Business
18021,Sallyann,Jarad,Female,23,Japan,Lauro Carneiro de Loyola Airport,BR,Brazil,SAM,South America,11/24/2022,JOI,Sallyann Jarad,Cancelled,27811,Business
43497,Dylan,Lear,Male,59,Brazil,Broken Hill Airport,AU,Australia,OC,Oceania,01-02-2022,BHQ,Dylan Lear,On Time,13732,Economy
48880,Joey,Carpmile,Male,69,Portugal,Kota Airport,IN,India,AS,Asia,10/22/2022,KTU,Joey Carpmile,On Time,53616,First Class
87616,Kissie,Joire,Female,89,Bangladesh,Igiugig Airport,US,United States,NAM,North America,10/31/2022,IGG,Kissie Joire,Delayed,72125,First Class
43455,Kassia,Demetr,Female,33,Indonesia,Sangir Airport,ID,Indonesia,AS,Asia,06-09-2022,SAE,Kassia Demetr,On Time,61725,First Class
61837,Mason,Pineaux,Male,14,China,Westerly State Airport,US,United States,NAM,North America,04-01-2022,WST,Mason Pineaux,Delayed,53872,First Class
72986,Flossy,Brogan,Female,38,Mongolia,Lethem Airport,GY,Guyana,SAM,South America,7/27/2022,LTM,Flossy Brogan,Delayed,63289,First Class
25953,Titus,Meecher,Male,18,Mozambique,Rugao Air Base,CN,China,AS,Asia,04-09-2022,RUG,Titus Meecher,On Time,60537,First Class
41773,Mariann,Moogan,Female,90,Philippines,São Miguel do Oeste Airport,BR,Brazil,SAM,South America,06-02-2022,SQX,Mariann Moogan,On Time,19612,Business
14920,Caria,Risdall,Female,50,Albania,Bandeirantes Airport,BR,Brazil,SAM,South America,10/23/2022,0,Caria Risdall,Delayed,67107,First Class
25522,Kayle,Perrigo,Female,44,Yemen,Phu Cat Airport,VN,Viet Nam,AS,Asia,2/19/2022,UIH,Kayle Perrigo,Delayed,24982,Business
81952,Otis,Scotti,Male,46,China,Oriximiná Airport,BR,Brazil,SAM,South America,5/25/2022,ORX,Otis Scotti,Cancelled,75834,First Class
30081,Othelia,Lichfield,Female,71,Russia,Governor's Harbour Airport,BS,Bahamas,NAM,North America,6/23/2022,GHB,Othelia Lichfield,On Time,18170,Business
64189,Padget,O'Dempsey,Male,35,United States,Bella Union Airport,UY,Uruguay,SAM,South America,4/24/2022,BUV,Padget O'Dempsey,Cancelled,50637,First Class
63757,Kristoffer,Kitchinham,Male,68,Czech Republic,Asaloyeh Airport,IR,"Iran, Islamic Republic of",AS,Asia,6/26/2022,YEH,Kristoffer Kitchinham,Delayed,79274,First Class
95982,Lorrayne,Koppeck,Female,25,Portugal,Mecheria Airport,DZ,Algeria,AF,Africa,11/14/2022,MZW,Lorrayne Koppeck,Delayed,19569,Business
54863,Gavrielle,Sidsaff,Female,73,Bosnia and Herzegovina,Hermannsburg Airport,AU,Australia,OC,Oceania,8/26/2022,HMG,Gavrielle Sidsaff,Delayed,49796,Business
22692,Maye,De Zamudio,Female,18,Canada,Dachuan Airport,CN,China,AS,Asia,08-05-2022,DAX,Maye De Zamudio,On Time,39190,Business
42761,Addie,Clancey,Female,88,Indonesia,Dongji Aiport,CN,China,AS,Asia,5/29/2022,FYJ,Addie Clancey,Cancelled,40999,Business
82291,Jody,Philpin,Male,34,Thailand,Punta Colorada Airport,MX,Mexico,NAM,North America,10/14/2022,PCO,Jody Philpin,On Time,53297,First Class
51930,Palmer,Swindley,Male,34,Portugal,Deer Harbor SPB,US,United States,NAM,North America,12-09-2022,DHB,Palmer Swindley,On Time,74961,First Class
91752,Patty,Golden of Ireland,Male,71,Indonesia,Rawalakot Airport,PK,Pakistan,AS,Asia,12/19/2022,RAZ,Patty Golden of Ireland,On Time,64986,First Class
11955,Vivian,Colicot,Female,4,Indonesia,Sioux Lookout Airport,CA,Canada,NAM,North America,9/29/2022,YXL,Vivian Colicot,Delayed,1003,Economy
98945,Angus,Stobbes,Male,16,China,Quinhagak Airport,US,United States,NAM,North America,11/27/2022,KWN,Angus Stobbes,Delayed,54051,First Class
59539,Brose,Vinten,Male,83,Indonesia,Tengchong Tuofeng Airport,CN,China,AS,Asia,8/30/2022,TCZ,Brose Vinten,On Time,47513,Business
61210,Horton,Yakunin,Male,81,China,Rabat-Salé Airport,MA,Morocco,AF,Africa,2/20/2022,RBA,Horton Yakunin,On Time,30501,Business
43563,Bernardo,Andreasen,Male,42,Philippines,Lučenec Airport,SK,Slovakia,EU,Europe,06-11-2022,LUE,Bernardo Andreasen,On Time,58081,First Class
78715,Lorene,Andrault,Female,78,Canada,Mendeleyevo Airport,RU,Russian Federation,AS,Asia,04-06-2022,DEE,Lorene Andrault,Cancelled,3877,Economy
81889,Brooks,Braben,Female,79,Lithuania,Mahshahr Airport,IR,"Iran, Islamic Republic of",AS,Asia,12-03-2022,MRX,Brooks Braben,Delayed,74903,First Class
56429,Andrea,Boutellier,Female,67,Mongolia,Alexander Bay Airport,ZA,South Africa,AF,Africa,07-09-2022,ALJ,Andrea Boutellier,Cancelled,70837,First Class
95112,Luigi,Kidson,Male,14,Serbia,Baie-Johan-Beetz Water Aerodrome,CA,Canada,NAM,North America,10/22/2022,YBJ,Luigi Kidson,Cancelled,61692,First Class
82498,Erin,Quibell,Male,86,China,Lowe AHP (Fort Rucker) Heliport,US,United States,NAM,North America,8/30/2022,LOR,Erin Quibell,Cancelled,43112,Business
33185,Kingsley,Westmerland,Male,72,Poland,Nambaiyufa Airport,PG,Papua New Guinea,OC,Oceania,4/18/2022,NBA,Kingsley Westmerland,Cancelled,4887,Economy
86610,Chip,Deniseau,Male,65,Bangladesh,Warren County Memorial Airport,US,United States,NAM,North America,1/25/2022,RNC,Chip Deniseau,Delayed,26423,Business
13356,Theobald,Posen,Male,79,France,Monywar Airport,MM,Myanmar,AS,Asia,1/16/2022,NYW,Theobald Posen,Delayed,72853,First Class
36907,Luther,Guise,Male,84,China,Kelafo East Airport,ET,Ethiopia,AF,Africa,2/26/2022,LFO,Luther Guise,On Time,59377,First Class
97013,Constantia,Morison,Female,45,Venezuela,Hartness State (Springfield) Airport,US,United States,NAM,North America,10-05-2022,VSF,Constantia Morison,On Time,30519,Business
41214,Asa,Wale,Male,5,Indonesia,Vladivostok International Airport,RU,Russian Federation,AS,Asia,11/15/2022,VVO,Asa Wale,Cancelled,27784,Business
73672,Clemens,Allington,Male,45,Colombia,Sumter Airport,US,United States,NAM,North America,11/20/2022,SUM,Clemens Allington,Delayed,77827,First Class
63492,Broddy,Kelberer,Male,61,Russia,Kuressaare Airport,EE,Estonia,EU,Europe,10/23/2022,URE,Broddy Kelberer,On Time,53340,First Class
62257,Thorstein,Verecker,Male,82,Russia,Ahmed Al Jaber Air Base,KW,Kuwait,AS,Asia,11-11-2022,XIJ,Thorstein Verecker,Delayed,57923,First Class
91143,Odelinda,Patrick,Female,42,Russia,Larisa Airport,GR,Greece,EU,Europe,7/14/2022,LRA,Odelinda Patrick,Delayed,18347,Business
90171,Gregorio,Earle,Male,37,Peru,Tho Xuan Airport,VN,Viet Nam,AS,Asia,11-08-2022,THD,Gregorio Earle,On Time,35791,Business
51209,Peirce,Pandya,Male,63,Mongolia,Kasonombe Airport,PG,Papua New Guinea,OC,Oceania,02-03-2022,KSB,Peirce Pandya,On Time,5777,Economy
82293,Marlo,Walwood,Female,52,Russia,Memphis International Airport,US,United States,NAM,North America,12/13/2022,MEM,Marlo Walwood,Delayed,30385,Business
36946,Whitney,McTerlagh,Female,66,Macedonia,Banfora Airport,BF,Burkina Faso,AF,Africa,10-08-2022,BNR,Whitney McTerlagh,On Time,69851,First Class
68990,Terri-jo,Pestridge,Female,36,Philippines,Wapekeka Airport,CA,Canada,NAM,North America,10/20/2022,YAX,Terri-jo Pestridge,Delayed,61799,First Class
75917,Darius,Huntly,Male,16,Indonesia,Blaise Diagne International Airport,SN,Senegal,AF,Africa,11-05-2022,DSS,Darius Huntly,Cancelled,6395,Economy
44658,Lombard,Rapp,Male,40,Brazil,Rebun Airport,JP,Japan,AS,Asia,12/22/2022,RBJ,Lombard Rapp,Cancelled,20956,Business
72204,Gaven,Goney,Male,43,Philippines,Theda Station Airport,AU,Australia,OC,Oceania,2/21/2022,TDN,Gaven Goney,Delayed,1646,Economy
76275,Erena,Pepperd,Female,66,Russia,Akieni Airport,GA,Gabon,AF,Africa,4/21/2022,AKE,Erena Pepperd,Delayed,39424,Business
65993,Bax,Ould,Male,24,Venezuela,Port Moller Airport,US,United States,NAM,North America,12/24/2022,PML,Bax Ould,Cancelled,64292,First Class
52208,Braden,Eteen,Male,2,Ivory Coast,Gardo Airport,SO,Somalia,AF,Africa,3/14/2022,GSR,Braden Eteen,Delayed,70889,First Class
33689,Alisa,Dillintone,Female,70,Thailand,Crossville Memorial Whitson Field,US,United States,NAM,North America,03-07-2022,CSV,Alisa Dillintone,On Time,61609,First Class
68640,Jordan,Fierman,Female,11,Sri Lanka,Yoshkar-Ola Airport,RU,Russian Federation,EU,Europe,3/30/2022,JOK,Jordan Fierman,On Time,30383,Business
66354,Orin,Knevet,Male,81,Thailand,Ocean Reef Club Airport,US,United States,NAM,North America,6/22/2022,OCA,Orin Knevet,Delayed,26788,Business
19756,Hakeem,Vidler,Male,76,Belarus,Dourados Airport,BR,Brazil,SAM,South America,2/24/2022,DOU,Hakeem Vidler,Delayed,69494,First Class
91591,Cassie,Sudran,Male,35,Morocco,South Molle Island Helipad,AU,Australia,OC,Oceania,12/21/2022,SOI,Cassie Sudran,Delayed,29284,Business
42708,Gabrila,Dorn,Female,86,Russia,Skövde Airport,SE,Sweden,EU,Europe,9/20/2022,KVB,Gabrila Dorn,Delayed,51557,First Class
74734,Jeniffer,Obispo,Female,37,China,Odienne Airport,CI,Côte d'Ivoire,AF,Africa,12/28/2022,KEO,Jeniffer Obispo,Delayed,2935,Economy
62361,Nance,Fildes,Female,83,Russia,Bronson Creek Airport,CA,Canada,NAM,North America,4/24/2022,YBM,Nance Fildes,Delayed,3360,Economy
82813,Cloe,Durtnall,Female,23,Colombia,Hachijojima Airport,JP,Japan,AS,Asia,2/20/2022,HAC,Cloe Durtnall,Delayed,73773,First Class
51417,Dinny,Sibbit,Female,4,Philippines,Mount Pleasant Airport,FK,Falkland Islands (Malvinas),SAM,South America,11-11-2022,MPN,Dinny Sibbit,Delayed,45661,Business
58421,Maryjo,Ollarenshaw,Female,66,Pakistan,Bazhong Enyang Airport,CN,China,AS,Asia,1/20/2022,BZX,Maryjo Ollarenshaw,On Time,75887,First Class
15453,Matelda,Collymore,Female,54,China,Alejandro Velasco Astete International Airport,PE,Peru,SAM,South America,9/16/2022,CUZ,Matelda Collymore,On Time,41430,Business
11383,Felicio,McCory,Male,9,Russia,Avu Avu Airport,SB,Solomon Islands,OC,Oceania,8/23/2022,AVU,Felicio McCory,Delayed,1022,Economy
69404,Devina,Vittet,Female,24,Democratic Republic of the Congo,Maroantsetra Airport,MG,Madagascar,AF,Africa,02-06-2022,WMN,Devina Vittet,Delayed,53603,First Class
36370,Loretta,Weblin,Female,81,China,Pangsuma Airport,ID,Indonesia,AS,Asia,1/17/2022,PSU,Loretta Weblin,On Time,9568,Economy
46111,Alvie,Mitkin,Male,46,Afghanistan,Baudette International Airport,US,United States,NAM,North America,03-05-2022,BDE,Alvie Mitkin,Cancelled,19489,Business
19241,Magda,Reichelt,Female,17,United States,Nelson Ribeiro Guimarães Airport,BR,Brazil,SAM,South America,3/17/2022,CLV,Magda Reichelt,Cancelled,22271,Business
15142,Alaine,Ace,Female,39,Croatia,Coventry Airport,GB,United Kingdom,EU,Europe,6/21/2022,CVT,Alaine Ace,On Time,7175,Economy
49090,Clareta,Darinton,Female,66,China,Ioannina Airport,GR,Greece,EU,Europe,12/30/2022,IOA,Clareta Darinton,Delayed,46160,Business
83191,Giorgia,Cullotey,Female,48,China,Boundji Airport,CG,Congo,AF,Africa,4/16/2022,BOE,Giorgia Cullotey,Delayed,1537,Economy
59606,Shalne,Malinowski,Female,12,Greece,Apple Valley Airport,US,United States,NAM,North America,4/13/2022,APV,Shalne Malinowski,Cancelled,60632,First Class
33961,Joice,Blakeway,Female,69,Pakistan,Amook Bay Seaplane Base,US,United States,NAM,North America,4/30/2022,AOS,Joice Blakeway,On Time,73062,First Class
27383,Kathy,Marikhin,Female,25,Indonesia,Thornhill Air Base,ZW,Zimbabwe,AF,Africa,02-05-2022,GWE,Kathy Marikhin,Cancelled,23857,Business
87878,Herb,Elnough,Male,81,Bosnia and Herzegovina,Fort St John Airport,CA,Canada,NAM,North America,01-11-2022,YXJ,Herb Elnough,On Time,53025,First Class
